Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpCostRegret,Train/Epoch,Train/TotalSteps,Train/KL,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep
0.1750142550813414,30.6730240885807,500.0,715.5,1,20000,0.007382513,0.007087298528703558,9.586421390855389,1.2969971763254762e-08,19.702457666397095,9.03801441192627,28.74050807952881,1.9836425835251248e-08,4.0435789827597546e-08,1.6810853481292725,0.23512668907642365,0.007077009882777929,0.06511222571134567,0.13986599445343018,1.0
0.14587852128727316,55.58822422863957,500.0,2401.375,2,40000,0.006976841,0.0020513529557094072,6.001816398778539,-4.959106458812812e-09,18.672836780548096,8.88008975982666,27.55292820930481,-9.155272984173735e-09,-1.4877318932349226e-08,0.8553248047828674,0.2472081035375595,0.02733805775642395,0.14024634659290314,0.23483917117118835,1.0
0.4042156053406793,28.558500000000002,500.0,1238.575,3,60000,0.0075831404,0.0029713357928517472,2.678246345755401,1.60217261679918e-08,19.005635261535645,8.898983716964722,27.904620885849,9.918212917625624e-09,1.678466787780053e-08,0.8589574694633484,0.2495051920413971,0.027107317000627518,0.14649686217308044,0.21395114064216614,1.0
0.11772957543057268,10.843,500.0,459.225,4,80000,0.008584029,0.002355043553735373,3.0026496072104023,3.814697002724188e-09,18.795686721801758,8.846194505691528,27.64188289642334,4.577636492086867e-09,3.051757735406113e-09,0.681451141834259,0.17073966562747955,0.04306856915354729,0.20203833281993866,0.25055307149887085,1.0
0.31899797053807755,23.1055,500.0,1002.775,5,100000,0.008283699,0.0027710478546714803,8.661682576130909,-6.103515914901436e-09,19.636850833892822,8.915319204330444,28.5521719455719,1.831054596834747e-08,-9.155272984173735e-09,0.8488271832466125,0.17831039428710938,0.027758197858929634,0.17959775030612946,0.2100667804479599,1.0
1.0727075179124905,82.31800000000001,500.0,3717.05,6,120000,0.007493637,0.003327737173812974,7.438247109978063,1.113891556769886e-07,19.162669897079468,8.821265935897827,27.98393750190735,1.678466787780053e-08,1.2512207092640892e-07,1.1478962898254395,0.24175013601779938,0.015178345143795013,0.10681584477424622,0.1897815465927124,1.0
1.183530560603184,101.998,500.0,4681.0,7,140000,0.007521719,0.003932974977377256,12.206007211679106,-3.051757957450718e-09,19.38817286491394,8.876464366912842,28.264638662338257,2.2888183792701966e-08,9.918212917625624e-09,0.8013309240341187,0.23649270832538605,0.031146269291639328,0.15685078501701355,0.2544025778770447,1.0
0.9593823273906732,63.781000000000006,500.0,2867.825,8,160000,0.007299603,0.004108053124747032,17.622435951840345,-1.1444091008172563e-08,19.276964902877808,8.831479787826538,28.1084463596344,2.2888183792701966e-08,-6.103515470812226e-09,0.7368032336235046,0.211727574467659,0.03684061020612717,0.19814613461494446,0.23208357393741608,1.0
0.7482595520090058,35.2855,500.0,1582.625,9,180000,0.007225817,0.0031047194346394036,8.52902349134919,-2.70843507621521e-08,19.287834405899048,8.905240774154663,28.193076610565186,-1.1444091896350983e-08,-3.356933575560106e-08,0.7343989014625549,0.22382383048534393,0.03708222880959511,0.19797253608703613,0.24076445400714874,1.0
0.16553710493809953,15.580000000000002,500.0,697.75,10,200000,0.008749747,0.003056609524995278,7.32582699068033,1.3732909032171392e-08,19.505719423294067,8.886719226837158,28.39244031906128,-2.6702879907247734e-08,-1.831054596834747e-08,0.6729435920715332,0.16490496695041656,0.04416442662477493,0.23680369555950165,0.24505020678043365,1.0
0.14973653435198048,4.1114999999999995,500.0,183.7,11,220000,0.008785819,0.002644361137593414,5.1442792116456735,-2.3651121949797016e-08,19.261792421340942,8.91111969947815,28.172913551330566,0.0,-1.9836425835251248e-08,0.8817585706710815,0.1832694113254547,0.025723524391651154,0.1620304137468338,0.20784534513950348,1.0
0.41076143425498407,19.146499999999996,500.0,882.95,12,240000,0.008929789,0.0023786116958666994,3.572759393142287,6.98089550610348e-08,19.12602424621582,8.854033708572388,27.98005986213684,4.577636492086867e-09,7.20977766377473e-08,0.7140530943870544,0.19606894254684448,0.03922553360462189,0.18177635967731476,0.27458593249320984,1.0
0.8273641337722367,65.179,500.0,2965.325,13,260000,0.006532298,0.002294321836396506,7.759733873567764,1.0375975989518338e-07,19.374809980392456,8.893138647079468,28.267950296401978,-3.585815377959989e-08,7.019043124500968e-08,0.8728252649307251,0.24387332797050476,0.026252776384353638,0.16067209839820862,0.21544115245342255,1.0
0.9689282318655608,103.071,500.0,4697.2,14,280000,0.0062872106,0.002848241139339746,11.476162469918561,-1.5335082537148992e-07,19.519931077957153,8.900588989257812,28.42052125930786,1.3732909920349812e-08,-1.3427734302240424e-07,0.7622766494750977,0.2615583837032318,0.034419506788253784,0.17645063996315002,0.26074084639549255,1.0
0.8816593051600616,87.601,500.0,4008.0,15,300000,0.0067292526,0.003380008948266886,9.652760408030954,-6.866454960174906e-09,19.0801362991333,8.8184175491333,27.898555278778076,3.051757735406113e-09,6.103515470812226e-09,0.8907614946365356,0.24429859220981598,0.025206174701452255,0.14177697896957397,0.22761854529380798,1.0
0.7760063621301192,38.1545,500.0,1697.225,16,320000,0.0073859077,0.0032549206601977824,5.020552917422762,-1.4877318044170806e-08,19.16916060447693,8.874982118606567,28.04414439201355,3.8146971692576415e-10,-1.525878801089675e-08,0.7996108531951904,0.23145151138305664,0.03128041326999664,0.16856800019741058,0.25158384442329407,1.0
