Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpCostRegret,Train/Epoch,Train/TotalSteps,Train/KL,Train/div,Train/target_div,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep,Misc/optim_case
-189.4549941937275,0.7345806921041138,59.76102945615496,0.0,1,20000,0.006531805265694857,0.006552972365170717,0.01,406.48587348597823,0.3642232959390066,-0.04537880793213844,9.666078090667725,11.790799379348755,21.456891298294067,9.326934247155805e-08,-4.959106458812812e-09,0.4135715961456299,0.2782341539859772,0.11693069338798523,0.18739666044712067,0.6727592945098877,1.0,1.0
-383.8047413664251,0.7996330275229359,139.51082568807337,0.0,2,40000,0.006207671016454697,0.006209021899849176,0.01,215.21054331785555,0.13920055229311726,-0.044295091181993484,8.019479990005493,10.511638164520264,18.531121730804443,1.1444091896350983e-08,-1.9073485846288207e-10,0.4228309392929077,0.28828859329223633,0.1118655726313591,0.1798284947872162,0.6818058490753174,1.0,1.0
-384.6450390461877,0.8038571428571429,167.8607142857143,0.0,3,60000,0.0061895172111690044,0.006211038213223219,0.01,228.13984413875895,0.21234315958609626,-0.03895339369773865,8.059377431869507,10.597073316574097,18.656452894210815,-2.3651121949797016e-08,1.5258788677030566e-09,0.48054346442222595,0.2895812392234802,0.08660931885242462,0.1561671942472458,0.6026119589805603,1.0,1.0
-251.96384436747405,0.8546853146853147,131.4627972027972,0.0,4,80000,0.005847332067787647,0.005850009620189667,0.01,222.79649396276778,0.2559079235128963,-0.03777544945478439,8.069730281829834,10.605954647064209,18.675687551498413,2.6702879907247734e-08,0.0,0.5122901797294617,0.3011087477207184,0.07620752602815628,0.14112424850463867,0.5877698659896851,1.0,1.0
-207.70209524652455,0.7055555555555556,129.97197530864196,0.0,5,100000,0.0059061553329229355,0.0059527438133955,0.01,234.73172364447527,0.18639689239519086,-0.036597270518541336,8.075950860977173,10.499963760375977,18.575917720794678,-7.629394005448376e-09,7.629394338515283e-10,0.5327171087265015,0.29778367280960083,0.0704752504825592,0.13751278817653656,0.5589902400970459,1.0,1.0
-138.64535623321834,0.8249142857142856,104.0446857142857,0.0,6,120000,0.005659179762005806,0.005683420225977898,0.01,226.01624155712736,0.3132705647569553,-0.034056439995765686,8.096230030059814,10.57590627670288,18.672139406204224,2.6702879907247734e-09,2.2888182460434336e-09,0.574554443359375,0.30474165081977844,0.06058533862233162,0.12604008615016937,0.5303964614868164,1.0,1.0
-214.50636936426721,1.1645714285714286,186.0577142857143,0.0,7,140000,0.005495855119079351,0.005495611112564802,0.01,123.57715679338783,0.2275972325058215,-0.036793146282434464,8.015949726104736,10.605518579483032,18.621471166610718,1.2207030941624453e-08,-3.051757735406113e-09,0.5241447687149048,0.3104146718978882,0.07279933243989944,0.13481654226779938,0.5922307968139648,1.0,1.0
-120.41310228306797,1.1043478260869566,125.06663043478262,0.0,8,160000,0.005275819916278124,0.005278564058244228,0.01,186.4020076581627,0.3873511609995061,-0.03301912173628807,8.109535455703735,10.514411687850952,18.62394905090332,-7.629394338515283e-10,0.0,0.5844094157218933,0.31841862201690674,0.05855925381183624,0.11792862415313721,0.5448554158210754,1.0,1.0
-91.3440155232361,0.7883333333333333,111.60589743589742,0.0,9,180000,0.0060916319489479065,0.00610746443271637,0.01,116.30753248664224,0.12090023040925717,-0.042285218834877014,8.067945957183838,10.614837646484375,18.682786226272583,4.2724607851596375e-08,-3.6239622414058204e-09,0.462031751871109,0.2939395606517792,0.09368850290775299,0.16179205477237701,0.6361891031265259,1.0,1.0
-103.1710392010041,0.8484285714285714,152.3222857142857,0.0,10,200000,0.006065396126359701,0.006084572058171034,0.01,95.34581988146351,0.30605157479216716,-0.034952521324157715,8.062154531478882,10.604447364807129,18.66660451889038,-1.678466787780053e-08,5.722045615108584e-10,0.5423368811607361,0.2937179207801819,0.0679972916841507,0.13810941576957703,0.5415783524513245,1.0,1.0
