Metrics/EpRet,Metrics/EpCost,Metrics/EpLen,Metrics/EpCostRegret,Train/Epoch,Train/TotalSteps,Train/KL,Train/div,Train/target_div,Loss/Loss_reward_critic,Loss/Loss_cost_critic,Loss/Loss_actor,Time/Rollout,Time/Update,Time/Total,Value/RewardAdv,Value/CostAdv,Misc/Alpha,Misc/FinalStepNorm,Misc/xHx,Misc/gradient_norm,Misc/H_inv_g,Misc/AcceptanceStep,Misc/optim_case
-238.32159364407912,0.9169966608932929,76.82828120767138,0.0,1,20000,0.006766540464013815,0.00676776422187686,0.01,439.1918623468678,0.4008102813011901,-0.04932520538568497,10.949790239334106,11.042088985443115,21.991910696029663,-5.226135257885289e-08,1.5258788677030566e-09,0.37420225143432617,0.269802987575531,0.14282923936843872,0.21077142655849457,0.7210084795951843,1.0,1.0
-375.0009107852376,0.929277108433735,137.23999999999998,0.0,2,40000,0.005925095174461603,0.005964326206594706,0.01,260.9732608770869,0.1646303975705508,-0.03613123297691345,9.137829065322876,10.79896330833435,19.936797618865967,1.9836425835251248e-08,0.0,0.5251632928848267,0.2954789996147156,0.07251723110675812,0.14258037507534027,0.5626420974731445,1.0,1.0
-242.66282699381583,0.6843010752688172,109.06731182795698,0.0,3,60000,0.005993598140776157,0.005997988395392895,0.01,282.3426930810236,0.15113885668907195,-0.03789976239204407,9.324677228927612,10.717946529388428,20.042630910873413,-6.67572024326546e-08,1.9073485846288207e-10,0.506971001625061,0.2965669631958008,0.07781507819890976,0.14478427171707153,0.5849781036376953,1.0,1.0
-216.86499932947683,0.5641290322580645,115.98116129032259,0.0,4,80000,0.005906133912503719,0.0059069255366921425,0.01,241.49644979003128,0.18475438336112127,-0.03909590095281601,9.234991550445557,10.53348684310913,19.76848530769348,-1.525878801089675e-08,-7.629394338515283e-10,0.5036578178405762,0.29904893040657043,0.07884220778942108,0.14513258635997772,0.5937541723251343,1.0,1.0
-194.80594647601524,0.9099999999999999,119.25141176470589,0.0,5,100000,0.005588101223111153,0.005636511370539665,0.01,232.57706411568222,0.309939883535455,-0.03542556241154671,9.295655250549316,10.861238241195679,20.15689754486084,-1.0681151962899094e-08,4.577636492086867e-09,0.5502879023551941,0.3085065186023712,0.06604652851819992,0.1294909417629242,0.5606274604797363,1.0,1.0
-181.9813272237007,0.9115337423312883,133.05656441717792,0.0,6,120000,0.005891479551792145,0.0059569962322711945,0.01,208.18158954693254,0.21399967512886994,-0.034332361072301865,9.275765180587769,10.721466302871704,19.99723482131958,-1.0681151962899094e-08,3.8146971692576415e-10,0.5516442060470581,0.2985481917858124,0.06572216004133224,0.13445252180099487,0.5411970019340515,1.0,1.0
-122.00224570278593,0.8126256983240222,106.43798882681563,0.0,7,140000,0.005952032748609781,0.0059577119536697865,0.01,198.09080010675322,0.278974790187778,-0.039463166147470474,9.233938932418823,10.530210256576538,19.76415205001831,1.831054596834747e-08,9.53674250681047e-10,0.4846633970737457,0.2957569360733032,0.08514310419559479,0.1549966186285019,0.6102316379547119,1.0,1.0
-109.51992906813615,1.03125,119.52295454545452,0.0,8,160000,0.005693663842976093,0.005780172534286976,0.01,146.32456034277655,0.3686572172934083,-0.037712231278419495,9.173628807067871,10.685214042663574,19.858847618103027,-4.577636492086867e-09,5.340575981449547e-09,0.5262307524681091,0.30431604385375977,0.07222332805395126,0.1378871500492096,0.5782939195632935,1.0,1.0
-79.45894007105548,0.7470212765957447,102.49202127659575,0.0,9,180000,0.006071532145142555,0.006099080666899681,0.01,123.90773938415916,0.23971042057178962,-0.03661656379699707,9.281997442245483,10.708100318908691,19.99010419845581,1.5258788677030566e-09,-7.629394338515283e-10,0.5147222280502319,0.2929183840751648,0.07548908144235611,0.14908218383789062,0.5690804719924927,1.0,1.0
-75.59933231179305,0.8718478260869564,113.52369565217391,0.0,10,200000,0.006069253198802471,0.006140257231891155,0.01,113.20679100668355,0.31790976962371237,-0.033989690244197845,9.237244606018066,10.621654987335205,19.85890293121338,7.629394338515283e-10,-7.629394338515283e-10,0.5744138360023499,0.29314836859703064,0.060614995658397675,0.1335783302783966,0.5103434920310974,1.0,1.0
